utterance,emotion_id,acts_id,emotion,acts
"Mary , do you often do your shopping online ?",0,2,other,question
Yes . I'm used to online shopping . It ’ s convenient and time-saving . You can buy anything you want and they will send it to your home or any place you want .,0,1,other,inform
How about the price ?,0,2,other,question
You can get the same product at a much lower price .,0,1,other,inform
"Last week , I tried to buy some clothes online , but I didn ’ t know how to pay for them .",0,1,other,inform
"You should open an account at the online bank first . After that , you can buy anything online .",0,3,other,Directive
Are there many things online ?,0,2,other,question
Sure . You can find everything all over the world . Let ’ s check it out online !,0,1,other,inform
"Yes , I need more amenities .",0,3,other,Directive
"By amenities , exactly what do you mean , please ?",0,3,other,Directive
"You know , the things that are free , like the soap and the shampoo .",0,1,other,inform
"Okay , I got it . You've already run out of all your amenities ?",0,3,other,Directive
"No , I still have plenty left , even if I took three baths a day .",0,4,other,commisive
I'm more confused now than before . How is there a problem ?,0,2,other,question
I need to take home some souvenirs !,0,1,other,inform
"Okay , finally I understand . You would like souvenirs !",0,1,other,inform
"Yes , souvenirs that I can take home and add to my collection .",0,1,other,inform
"If it's souvenirs you want , sir , just visit our souvenir shop . It has everything .",0,3,other,Directive
Are you kidding ? Whoever heard of paying for hotel souvenirs ?,0,4,other,commisive
"No problem at all , sir . Housekeeping will deliver you all the amenities you like in a bit .",0,4,other,commisive
I was wondering if you could help me use the Student Job Center .,0,3,other,Directive
There are many ways ; what kind of job would you like ?,0,2,other,question
I want to work in a restaurant .,0,3,other,Directive
Fine ! Will you need part-time or full-time work ?,0,2,other,question
I want to work part-time .,0,3,other,Directive
"Fine , the two best ways are to use our local listings binders over there or you can use the computers with the Internet job listing sites . See them over there ?",0,3,other,Directive
"Yes , I know what to do .",0,4,other,commisive
"Well , in addition , you can schedule an appointment with a job counselor on this list . If you would like to do that , sign here , OK ?",0,3,other,Directive
"Yes , I think that would be great .",0,4,other,commisive
"Fine , well the job search tools are all here for you to use . Feel free to look around and use what works best for you . Have fun with it !",4,3,happiness,Directive
"Would you like to take a look at the menu , sir ?",0,2,other,question
Yes . Thank you .,4,1,happiness,inform
Would you care for a drink before you order ?,0,2,other,question
A glass of Qingdao beer .,0,1,other,inform
"Yes , sir . I'll bring it over . Have you decided what you'd like , sir ?",0,2,other,question
Will you make some recommendation ?,0,3,other,Directive
What can I do for you ?,0,2,other,question
I am coming to inquire about the information of the company . When was this company established ?,0,2,other,question
"Well , this company can be dated back to 1893 , so it has a hundred years of history .",0,1,other,inform
Really ? That is amazing .,6,2,surprise,question
"Hi , I was wondering if I could get my test results from the other day .",0,3,other,Directive
"Yes , I would like to schedule an appointment for you to come in and talk with me .",0,3,other,Directive
Is something wrong with me ?,0,2,other,question
"No , sometimes the test results aren ’ t clear and we need to do more to get a clearer picture .",0,3,other,Directive
Can we talk about it now ?,0,2,other,question
"I would if I knew anything for sure , but I want to take a second look .",0,3,other,Directive
When can I come and see you ?,0,2,other,question
"You can come in this afternoon . If you would feel better , bring your husband with you .",0,3,other,Directive
Now I know that something bad is up !,3,1,fear,inform
Just relax . We will talk about it this afternoon .,0,3,other,Directive
May I help you ?,0,2,other,question
Yes . I am going to have a summer vacation . Would you recommend some scenic spots to see ?,0,3,other,Directive
Which place are you most interested in ?,0,2,other,question
Maybe Europe .,0,1,other,inform
"Well , I strongly suggest you going to London . It's really charming .",0,3,other,Directive
Let me have a look at the pamphlet .,0,3,other,Directive
We have been here for about five days and I have to leave now .,0,1,other,inform
Ok ! You know you're always welcome here . Did you enjoy your stay ?,0,2,other,question
"Yes , we have a very pleasant time . Thank you for being so nice for us .",4,1,happiness,inform
It's our pleasure . And is there anything else we can do for you before you leave here ?,0,2,other,question
"No , thanks . You've done a lot for us . Thank you for everything .",4,1,happiness,inform
"Don't mention it . Oh , This is a small gift for you .",4,1,happiness,inform
Oh ! Thank you ! It's very kind of you .,4,1,happiness,inform
We hope you could visit our company again .,0,3,other,Directive
We're sure we will . And welcome to our corporation next year . We're expecting you .,0,4,other,commisive
Ok ! We'll definitely go to visit your company .,0,4,other,commisive
Where are you going ?,0,2,other,question
To the office . I'll be right back .,0,1,other,inform
"Hey Joe , what are you doing in this department store ?",0,2,other,question
"Hi , Rita , I ’ m just looking for a pair of shoes . I won ’ t be here for long .",0,1,other,inform
"Why not ? When I go shoe shopping , I have so many options for sneakers that I spend awhile looking at all of the choices .",0,2,other,question
That ’ s my problem . I don ’ t have a lot of options .,0,1,other,inform
"So how do you usually go about buying shoes , then ?",0,2,other,question
"Well , first of all , I can only go to certain stores that can guarantee me a large selection .",0,1,other,inform
"Well , you ’ re in the right store . If they don ’ t have it , no one will .",0,1,other,inform
"After that I choose something from one of the few brands that I know will fit me . I prefer white , so I ask them to bring me a pair of white sneakers in my size . Since I ’ m usually only given one or two pairs of shoes that meet my qualifications , it makes it a very easy choice .",0,1,other,inform
What would you like ?,0,2,other,question
We'd like to have western food today . Could you tell us something about it ?,0,2,other,question
"Sure . The first food you have is appetizer , followed by a soup . Then you will have the main course . The last dishes are desserts .",0,1,other,inform
"Well , it's quite different from the Chinese food .",0,1,other,inform
"Okay , Rebecca . Now you ’ Ve given me a good idea of your work and academic background , but what about you as a person ? How would you describe your key strengths ?",0,3,other,Directive
"Well , Mr . Parsons , as I mentioned before I ’ m someone who needs new challenges . I ’ m really focused and hard-working . I think my academic results prove this .",0,1,other,inform
"Yes , true , but how about other personal qualities ?",0,2,other,question
"Well , I believe I ’ m a good team-player , but I can also work well independently . I ’ m very enthusiastic and , well I hope my colleagues would agree , I ’ m fun to work with .",0,1,other,inform
What would you say is your most positive quality ?,0,2,other,question
"Hmm , that ’ s a tough question . But I would have to say my passion . I ’ m really passionate about journalism and passionate about my career .",0,1,other,inform
Do I have to talk to the interviewer or just leave my application ?,0,2,other,question
"You should communicate with the interviewer whose company you are interested in , and make a good impression on him or her . In that case , your chance of success will be greater .",0,3,other,Directive
What should I do in the fair ?,0,2,other,question
"You should take a look at all the companies , choose your favorite ones , go over to talk with the interviewer and leave your resume in the end .",0,3,other,Directive
Are you engaged ?,0,2,other,question
"No , sir.Can I help you ?",0,2,other,question
I want sharing Company .,0,3,other,Directive
"Oh , hop in .",0,4,other,commisive
Do you have the letter of approval of employment ?,0,2,other,question
"No , I haven't got one . My employment petition hasn't been approved yet .",0,1,other,inform
"In that case , you are not allowed to work in China , until you get the employment petition .",0,3,other,Directive
"Ok , I see .",0,4,other,commisive
Hello .,0,1,other,inform
"Hi , Daddy . It ’ s me , Troy .",0,1,other,inform
"Hi , Troy . How ’ s your trip going ?",0,2,other,question
It ’ s nice . I arrived safely .,4,1,happiness,inform
Are you all right ?,0,2,other,question
I ’ m fine . Is everything fine in the family ?,0,2,other,question
Yes . Everything is fine in the family . Don ’ t worry about the family . Just enjoy your trip . How ’ s the weather there ?,0,2,other,question
The weather is gorgeous here .,4,1,happiness,inform
That ’ s good . Take good care of yourself .,4,3,happiness,Directive
"I will . Thank you , Dad .",4,4,happiness,commisive
"I love you , Troy .",4,1,happiness,inform
"I love you , too , Dad . Bye .",4,1,happiness,inform
Why am I being charged $ 10 for a movie that I never ordered ?,1,2,anger,question
"Sir , according to your file , you spent Monday evening watching ' Titanic . '",0,1,other,inform
"Well , the file is wrong . I was at a great concert that night .",0,1,other,inform
"Well , this wouldn't be the first time that a file was wrong . Just a moment , please .",0,3,other,Directive
Thank you for taking care of it so quickly .,0,4,other,commisive
"Sir , when I deleted the $ 10 , the program automatically added a $ 2 service charge .",0,3,other,Directive
You can't do that ! You can't charge me for a mistake that you made !,1,4,anger,commisive
"Sometimes you can't win for losing , sir .",0,3,other,Directive
"Well , now I've seen it all ! What a rip-off this place is !",1,4,anger,commisive
"I don't blame you , sir . Two dollars is a lot of money .",0,1,other,inform
Our housing problem is a highly complicated issue .,0,1,other,inform
It is true . I think we should change some policies .,0,1,other,inform
Right . Like our LPF program . The mortgage size is linked with the amount of savings households have accumulated on their LPF accounts .,0,1,other,inform
"Indeed , it's unfair . Households with higher salaries receive larger LPF contributions and thus qualify for larger loans . Lower-income households , on the other hand , can only get smaller loans , or perhaps nothing if they could not afford to purchase any housing .",0,1,other,inform
Like you and me !,0,1,other,inform
I am glad to have the opportunity of visiting your corporation . I hope we can do business together .,0,3,other,Directive
"It's a great pleasure to meet you , Mr . White . I believe you have seen our exhibits in the showroom . What is it that particularly interests you ?",0,2,other,question
I am interested in your hardware . I've seen the exhibits and studied your catalogues . I think some of the items will find a ready market in France . Here is a list of requirements .,0,1,other,inform
Thank you for your inquiry . Would you tell us what quantity you require so that we can work out the offer ?,0,3,other,Directive
"I will do that . Meanwhile , could you give me an indication of the price .",0,3,other,Directive
Here are our FOB price lists . All the prices in the lists are subject to our confirmation .,0,1,other,inform
"What about the commission ? From European suppliers , I usually get a 3 to 5 % commission for my imports . It's the general practice .",0,3,other,Directive
"As a rule we don't allow any commission . But if the order is sizable one , we will consider it .",0,4,other,commisive
You see I do business on a commission basis . A commission on your prices would make it easier for me to promote sales . Even 2 or 3 % would help .,0,3,other,Directive
We'll discuss this when you place your order with us .,0,3,other,Directive
"Yes , sir . May I help you ?",0,2,other,question
Please I'd like a ticket to New York .,0,3,other,Directive
For today ?,0,2,other,question
"No , early saturday morning .",0,1,other,inform
We have a flight that we'll put you there at ten AM . Is that ok ?,0,2,other,question
Nothing earlier ? I prefer flight at 9 thirty .,0,2,other,question
"I'm afraid not , unless you want a night flight .",5,1,sadness,inform
"No , exactly not .",0,1,other,inform
How about afternoon ?,0,3,other,Directive
Sounds not good . I won't take it .,0,4,other,commisive
"Is there I can do for you , miss ?",0,2,other,question
Do you know what the weather will be tomorrow ? We are planning to climb the mountain .,0,2,other,question
"Let me see , oh it's a sunny day . You will have a nice trip tomorrow .",0,1,other,inform
I hope so . Thank you .,4,1,happiness,inform
What time is our connecting flight ?,0,2,other,question
"Let me check . Oh , oh ! It ’ s at 3:25 .",0,1,other,inform
"Wow , that's cutting it close ! That means we only have 25 minutes to make the connection ! What gate is it at ?",0,2,other,question
It's at ... gate 14 .,0,1,other,inform
"Oh , great ! That's at the other end of the terminal !",6,1,surprise,inform
"OK , so here's the plan ; When we land , run to gate 14 !",0,3,other,Directive
I'm be right behind ya !,0,4,other,commisive
"You taught at a local school for a year , right ?",0,2,other,question
"Yes , I was there as an English teacher .",0,1,other,inform
Did you enjoy yourself there ?,0,2,other,question
Sure . I was fond of those lovely children,0,1,other,inform
So why did you decide to resign ?,0,2,other,question
The school is a little bit too far away . I simply want to take good care of my elderly grandfather .,0,1,other,inform
I see . But why don't you continue to work as a teacher ?,0,2,other,question
I think it's better for me to meet new challenges in life .,0,1,other,inform
So you can have more room for development .,0,1,other,inform
And I can experience another kind of life style .,0,1,other,inform
It sounds like a good idea .,0,1,other,inform
I hope I can adapt to the new job as soon as possible .,0,1,other,inform
"Hi , this is ABC Company . Is that Joseph ?",0,2,other,question
"Yes , speaking . Anything I can do for you ?",0,2,other,question
I am calling to tell you that the interview for you is in our company on Monday morning at 8: 00 .,0,3,other,Directive
Where is the interview happening ?,0,2,other,question
It is on the Jianshe Street where there is a Carrefour Supermarket near it .,0,1,other,inform
What a lovely tapestry ! Don't you think we could use one to decorate our room ?,0,2,other,question
I think we can have a try .,0,1,other,inform
"Artistic tapestry is the highest form of expression of the rug weaving art , an exquisite handicraft of superb artistry in typical Chinese style .",0,1,other,inform
I see . Is this the marvelous landscape in Guiling ?,0,2,other,question
I think it is .,0,1,other,inform
"Which do you prefer , the linen one , the figured dacron or the brocade ?",0,2,other,question
I prefer the linen one .,0,1,other,inform
I ’ d like to send this parcel to Australia .,0,3,other,Directive
"Certainly . Could you put it on the scales , so I can check the weight ?",0,3,other,Directive
Sure . It ’ s not very heavy .,0,4,other,commisive
That ’ s 850 grams . The coasts depends on how you would like to send it .,0,1,other,inform
I see . What are the options ? I suppose airmail is faster and more expensive than surface mail .,0,2,other,question
That ’ s right . Sending it by airmail will cost twelve dollars and sending it by surface mail will cost eight dollars .,0,1,other,inform
How long will it take to get there ?,0,2,other,question
Airmail should take four or five days and surface mail should take about two weeks .,0,1,other,inform
"It that case , I ’ ll send it by airmail . I ’ d like to send it as a registered parcel .",0,3,other,Directive
No problem . That ’ s one dollar extra .,4,4,happiness,commisive
Thanks very much . There ’ s thirteen dollars .,4,1,happiness,inform
There ’ s you receipt . Goodbye .,4,1,happiness,inform
Do you have any luggage ?,0,2,other,question
"Yes , a suitcase and carry-on .",0,1,other,inform
Here's your boarding pass . Have a nice flight .,0,1,other,inform
Thank you .,4,1,happiness,inform
"Hey , Ann , I am really sorry about last night . I shouldn't have said those things to you .",5,1,sadness,inform
I am sorry too . I know we've been talking about this beach trip for a while . I should have told Bob I was busy this weekend .,0,1,other,inform
don't be silly . You guys should spend as much time together as you can . Besides we can go to the beach anytime .,0,1,other,inform
thanks for understanding .,4,1,happiness,inform
"well that's what being friends is about , isn't it ?",0,2,other,question
"hey , what if the three of us go to the beach together ? Besides , you and Bob haven't seen each other for a while . I don't want my best friend and my boyfriend to be complete strangers .",0,1,other,inform
"Nah , I wouldn't worry about that . But I don't want to be the third wheel . You two should have some quiet time to yourselves .",0,1,other,inform
"I know Bob won't mind . You can bring a date , like that guy from the bar you keep talking about .",0,1,other,inform
maybe ... I'll think about it .,0,1,other,inform
"well , I think you should come and have some fun . Besides you never know maybe he likes you as well . You should at least try .",0,1,other,inform
"OK . Do you want a trim , or do you want to get your hair done ?",0,2,other,question
"Can I get my hair done like his ? His girlfriend has the same hair , and she's white .",0,3,other,Directive
Like that Rastafarian over there ? You mean dreadlocks ? You crazy ! That'll take way too long .,6,2,surprise,question
What kind of style are you getting done ? Can we match ?,0,3,other,Directive
"I'm gonna get a relaxer , then flip the ends up like Halle .",0,4,other,commisive
"Can I get a relaxer , too ? And why did you say , “ You crazy ” instead of “ You ou're crazy ” ?",0,3,other,Directive
How many hours do you work a week ?,0,2,other,question
I do a forty-hour week . I ’ m on flexi-time . I usually start work at 8 a . m . and finish at 4,0,1,other,inform
And how many weeks holiday do you get a year ?,0,2,other,question
Four - plus public holidays . I usually take two weeks off in the summer and the rest at New Year .,0,1,other,inform
Do you do overtime ?,0,2,other,question
"Yes , if we're busy . I'm paid double-time if I work at weekends .",0,1,other,inform
How are you doing ?,0,2,other,question
Great . Thanks for asking .,0,1,other,inform
What can I do for you today ?,0,2,other,question
I would like to deposit some money .,0,3,other,Directive
Are you depositing cash or a check ?,0,2,other,question
I want to deposit cash .,0,3,other,Directive
How much are you depositing ?,0,2,other,question
I would like to deposit $ 300 .,0,3,other,Directive
What account do you want your money in ?,0,2,other,question
I want to deposit it into my checking account .,0,1,other,inform
Do you need anything else ?,0,2,other,question
No . That ’ s all . Thank you .,0,1,other,inform
"Beauties Picture , how may I help you ?",0,2,other,question
I need to speak with David Lin .,0,3,other,Directive
He's out of his office .,0,1,other,inform
"Thank you , I'll try again later .",0,3,other,Directive
"Hey , Devi , have you thought about where would you like to go to dinner on Friday for your birthday ?",0,2,other,question
I am not sure . I don't know that many restaurants around here .,0,1,other,inform
"You know , we could look online at the local Internet sites .",0,3,other,Directive
Good . Let's take a look !,4,4,happiness,commisive
What kind of food would you like ?,0,2,other,question
I enjoy Thai or Japanese the best .,0,1,other,inform
"This one , Shogun , looks good .",0,1,other,inform
"Oh yes , I've heard of that one . Everyone I've spoken with says that it is great !",4,1,happiness,inform
Would you like to go there then ?,0,3,other,Directive
I think that that would be a really good choice ! Let's call and make a reservation .,4,4,happiness,commisive
Marry ; Mr . Johnson wants these documents to be copied .,0,3,other,Directive
"Oh , no . You see I'm in the middle of something . Could he wait ?",0,3,other,Directive
I'm afraid ...,0,4,other,commisive
"All right , all right . He'll get them as soon as possible .",0,3,other,Directive
Can I help you ?,0,2,other,question
"Yes , how much is the teapot ?",0,2,other,question
Two hundred and thirty yuan .,0,1,other,inform
I'm afraid I haven't got enough money on me .,0,1,other,inform
You can come later .,0,3,other,Directive
What's the time now ?,0,2,other,question
It's half past seven .,0,1,other,inform
I want to know at what time you close .,0,3,other,Directive
We offer 24 - hour service .,0,4,other,commisive
"Oh , that's great ! Thank you .",4,1,happiness,inform
"Excuse me , I'm looking for the Holiday Inn . Do you know where it is ?",0,2,other,question
Sure . It's down this street on the left .,0,1,other,inform
Is it far from here ?,0,2,other,question
"No , it's not far .",0,1,other,inform
How far is it ?,0,2,other,question
About a mile and a half .,0,1,other,inform
How long does it take to get there ?,0,2,other,question
5 minutes or so .,0,1,other,inform
Is it close to the subway station ?,0,2,other,question
"Yes , it's very close . The subway station is next to the hotel . You can walk there .",0,1,other,inform
Thanks a lot .,4,1,happiness,inform
"Waiter , bill , please .",0,3,other,Directive
"Yes , I'll be with you in a minute . Here's your bill , sir . It's 480 yuan altogether .",0,4,other,commisive
What's this for ?,0,2,other,question
That's for the wine .,0,1,other,inform
I see .,0,1,other,inform
Would you like to put it on your hotel bill ?,0,2,other,question
Yes . please .,0,1,other,inform
"Your name and room number , please ?",0,3,other,Directive
"Bill Black , Room 1201 .",0,4,other,commisive
"May I have a look at your room card , Mr . Black ?",0,3,other,Directive
Sure . Here it is .,0,4,other,commisive
"How's everything , Janice ?",0,2,other,question
I sent my resume to a computer company and am waiting for their call .,0,1,other,inform
Which company ?,0,2,other,question
"Pineapple Computer Company . A secretary is needed there , and it is worth a try . Do you get any information or advertisement for employment ?",0,2,other,question
"Yep ! I got some , in which I am interested . But ...",0,1,other,inform
"But what ? You always act like this , when you face difficulties .",1,3,anger,Directive
YOU GET ME !,0,4,other,commisive
All the fears are nothing . You can make it . There is no other choice for you . Be brave .,0,3,other,Directive
Seemingly there is no turning back . I have to face it somehow .,0,4,other,commisive
It's all or nothing .,0,3,other,Directive
It is really exciting news .,0,1,other,inform
What news ?,0,2,other,question
You don ’ t know ? The company is going to replace these old computers with the latest ones .,0,1,other,inform
You know what we will get ?,0,2,other,question
"We will all get a docking station on our own desk from which you can remove your laptop easily . And if you come back to office , you just reconnect your laptop with docking station .",0,1,other,inform
What docking station ?,0,2,other,question
"This is a kind of socket mounted to your desk . The socket has all the wire connections of the company line and all the other office automation equipments , like fax , copier , a screen , printer and scanner , and it will be very convenient .",0,1,other,inform
"Another big step forward in saving on our office equipment , I don ’ t need a desktop anymore . A laptop is enough .",0,1,other,inform
"We have a great variety of men's suits , sir.Which particular brand do you prefer ?",0,2,other,question
Pierre Cardin .,0,1,other,inform
How about this one ?,0,3,other,Directive
It look fine.Can I try it on ?,4,3,happiness,Directive
"I want to get in shape . I feel like a fence sitter-not really fat , but not really healthy .",0,1,other,inform
"I know what you mean . I fit into my clothes , but I'm not always comfortable .",0,1,other,inform
Would you like to get in shape together ?,0,3,other,Directive
What do you have in mind ?,0,2,other,question
How about going to the gym ? There's one really close to work .,0,3,other,Directive
I know the one you mean . Do you know how much the memberships are ?,0,2,other,question
"As a matter of fact , they are having a promotion right now .",0,1,other,inform
Let's go after work and take a tour of the facilities .,0,3,other,Directive
"Oh , my goodness . The traffic is crawling .",1,1,anger,inform
I think there is an accident ahead .,0,1,other,inform
We are now running late .,0,1,other,inform
I know . Why don't we take a different route ?,0,3,other,Directive
"Let me check and look at the map . Yes , there is an exit three quarters of a mile ahead . We ’ ll exit Market Street , head west , then get on the Pennsylvania Freeway .",0,4,other,commisive
"Ok , let's do that , even though we may have to take a longer way .",0,3,other,Directive
"Jenny , what's your favorite color ?",0,2,other,question
I like red .,0,1,other,inform
"Now , we're going to draw an apple in your sketch book . What do we use ?",0,2,other,question
"Dad , I want to draw with crayons , can I ?",0,3,other,Directive
Why not ? Let's draw the outline of an apple with your pencil first .,0,4,other,commisive
Have you had any publications ?,0,2,other,question
Yes . I have published some articles in China Daily and Economist .,0,1,other,inform
How about your communication skills ?,0,2,other,question
"As a journalist , I have strong communication skills . I am good at both discourse management and strategic competence .",0,1,other,inform
Can I help you ?,0,2,other,question
Yes . I'd like this shirt to be dry-cleaned .,0,1,other,inform
Sure . When do you want to get it back ?,0,2,other,question
I have to wear it this afternoon . Do you have a urgent service ?,0,2,other,question
"Yes , but we charge 50 % more and it only takes 3 hours .",0,1,other,inform
OK . How much should I pay ?,0,2,other,question
30 yuan .,0,1,other,inform
Do you even know where this bus is supposed to go ?,0,2,other,question
It should take us all the way up to Altadena .,0,1,other,inform
Don't you know ?,0,2,other,question
I'm not positive if it does or not .,0,1,other,inform
"Is this the right bus , or not ?",0,2,other,question
"I have never been on this bus , but I'm sure it's the right one .",0,1,other,inform
Where are we ? This is not Altadena .,0,2,other,question
"I know , and we've been on the bus forever .",0,1,other,inform
Tell me what the street signs say .,0,3,other,Directive
"Oh my gosh , that one says Temple City .",6,4,surprise,commisive
"Next time , I'll look for the bus myself .",0,1,other,inform
"Well , now I know the bus that'll take us back .",0,1,other,inform
"Joy Chain elementary school , please .",0,1,other,inform
Will do .,0,1,other,inform
How frustrating ! The bus is still not coming .,0,1,other,inform
"Ma'am , take your kid to school ?",0,2,other,question
Yes . I am in a hurry . Please take a shortcut .,0,3,other,Directive
"No problem . Don't worry , the taxi is faster than the bus .",0,4,other,commisive
The traffic is terrible on Monday morning . It takes us almost 1 hour to get to school .,0,1,other,inform
"My son is the same . But he always makes an early start in the morning , and enjoys listening to the English programmer Let's talk in English on the way .",0,1,other,inform
"That's wonderful . He is killing two birds with one stone.Sir , please turn right at the next corner . And stop at the taxi stand .",4,3,happiness,Directive
OK !,0,4,other,commisive
What is the fare ?,0,2,other,question
It's 14.5 Yuan .,0,1,other,inform
Keep the change !,0,3,other,Directive
"Thanks , Ma'am .",4,4,happiness,commisive
"The mailboxes are right down there , and the laundry room with coin-operated washers and dryers is over there .",0,1,other,inform
"I see . Well , it's nothing spectacular , but it's pretty cheap for an apartment in a decent neighborhood ... O . K . , I think I'll take it .",0,1,other,inform
"All right , do you want to sign a nine-month or a one-year lease ?",0,2,other,question
"I think I'll sign a nine-month lease in case I decide not to go to summer school . I can extend it if I want to stay , can't I ?",0,2,other,question
Sure . Just let us know before your lease expires .,4,1,happiness,inform
You did an excellent job in this project .,4,1,happiness,inform
Thank you . It was a lot of hard work.But I'm glad I did it .,4,1,happiness,inform
Congratulations .,0,1,other,inform
When will you give me a raise ?,0,2,other,question
Ha ... I am not sure .,0,1,other,inform
I feel quite embarrassed for having to request a pay raise so quickly .,0,1,other,inform
Let me think . How much did you have in mind ?,0,2,other,question
5 000 yuan per month .,0,3,other,Directive
That's a lot of money . Let me think about it carefully .,0,3,other,Directive
What can I offer you here ?,0,2,other,question
I came here to ask for some information .,0,1,other,inform
Ok . Please go ahead .,0,3,other,Directive
"I bought a pair of trousers last year , which I like the best . But this year they don ’ t fit me very well . They ’ re tight in the waist , baggy at the knees . Can you make some alterations ?",0,3,other,Directive
"Oh , we are skillful in doing that . You can trust us . Our shop has a history of more than 20 years .",0,4,other,commisive
It seems I find the right place .,4,1,happiness,inform
"Yes , absolutely ! We have a very good reputation in the neighborhood .",4,1,happiness,inform
When can I have my trousers if I bring it to you tomorrow ?,0,2,other,question
If you like you can wait here . They will be ready in one hour and a half .,0,1,other,inform
All right . See you tomorrow .,4,1,happiness,inform
"Now darling , I know that we've bought this house together , but it's just going to be far too expensive to decorate it . I think we should sell it .",0,3,other,Directive
"Oh , no , Nathan , I ... I really think we've bought this flat at the right time , you know . Market prices are going to go up , and I think you'll find in a year or two it will be worth a lot more .",0,4,other,commisive
But we're going to spend so much money in furnishing and decorating . I think we could get a much cheaper place that's already furnished .,0,1,other,inform
But don't you like this place ? I remember when we came to see it we thought it would be lovely .,0,2,other,question
"Well , only you liked it really , darling .",0,1,other,inform
"Oh , why didn't you say so then ? But I still think we've made a good buy .",6,2,surprise,question
"That is the most boring , typical gift in the world !",0,1,other,inform
I know . But this year I want to get him an interesting tie . Like this one .,0,1,other,inform
That's not exactly a conversation piece . It's so plain .,0,1,other,inform
It's perfect ! It's a Dilbert tie !,4,1,happiness,inform
The diagonal black and red stripes are really conservative though ...,0,1,other,inform
"But watch this ... it bends upwards , just like Dilbert's tie . There's a wire inside .",0,1,other,inform
A fly-away tie ! What a riot !,4,1,happiness,inform
Room service.May I help you ?,0,2,other,question
"Yes , the food you have just sent here is cool.Would you please heat them up ?",0,3,other,Directive
I am sorry for that.We will send someone to your room right now .,0,4,other,commisive
"That's fine . Quickly please , we are so hungry .",0,3,other,Directive
May I help you ?,0,3,other,Directive
"Yes , I'm looking for a job as a clerk typist in English .",0,3,other,Directive
I'm Mary Kelly . May I ask your name ?,0,3,other,Directive
"My name is Zhuang Lingy . How are you , Miss Kelly ?",0,1,other,inform
"I'm glad to meet you , Mr . Zhuang . Sit down , please .",0,3,other,Directive
"Thank you , Miss Kelly .",0,4,other,commisive
What are your qualifications for being a clerk typist ?,0,2,other,question
I can type 120 words a minute and I take shorthand at 80 words a minute .,0,1,other,inform
Would you be willing to take a typing and shorthand test ?,0,3,other,Directive
"Yes , I would .",0,4,other,commisive
Your typing and stenography are pretty good . Would you be interested in applying for the job ?,0,3,other,Directive
"Yes , I'd like to give it a try .",0,4,other,commisive
"All right . You need to have an interview with our manager , Mr . McBride . Let's go to his office .",0,3,other,Directive
"Hello . What can I do for you , sir ?",0,2,other,question
Hi . Fill it up please . Premium .,0,1,other,inform
Sure .,0,1,other,inform
"Oh , can you check my oil and tires while you're at it ?",0,2,other,question
No problem . I'm gonna need you to turn off your engine and open the hood for me .,4,1,happiness,inform
"OK , it's open .",0,1,other,inform
Your oil is fine but your tires are a little flat .,0,1,other,inform
Oh . Where can I add some air to my tires ?,0,2,other,question
Right here . I'll do it for you . ( Three minutes later ) Your car's ready .,0,1,other,inform
Good . How much does it come to ?,4,2,happiness,question
"Nine gallons of premium . That's $ 15.32 , please .",0,1,other,inform
"Steven , have a rest . Could you have a talk with me ?",0,3,other,Directive
"OK ! What can I do for you , Madam ?",0,3,other,Directive
Janice has just got sick and I need a hand now . Could you come here earlier tomorrow morning ?,0,3,other,Directive
When do you want me to come ?,0,2,other,question
Let me think . About half past seven if it is okay for you .,0,3,other,Directive
That's fine . I can make it .,0,4,other,commisive
Do you have cheongsams ?,0,2,other,question
Yes.We have in stock a variety of styles and they are in different colors.What do you think of this one ?,0,2,other,question
The styte is OK . Which country is this made in ?,0,2,other,question
It's made in China . The quality is excellent .,4,1,happiness,inform
Please wrap it .,0,3,other,Directive
"I would like to ask for one day off next week . Do you think the manager will agree ? I know it is the busy time for our company , but I do have some important things to handle .",0,2,other,question
"Well , it is hard to say . At least you need to come up with a good reason .",0,3,other,Directive
"Actually , it is my mother ’ s wedding . My parents divorced many years ago . Now she is ready to establish a new family . It is a special occasion . I've got to be there , right ?",0,2,other,question
"Yes , you should be there . Go find the manager and ask . I think the manager will understand and approve you a day off . Don ’ t forget to fill in the leave application form . It will be signed by the manager for approval .",0,3,other,Directive
Thank you so much .,0,4,other,commisive
Do you have any apartment to rent ?,0,2,other,question
Yes . Right now I have a studio .,0,1,other,inform
Where is it .,0,2,other,question
"In the downtown , near the square .",0,1,other,inform
Is it furnished ?,0,2,other,question
"Yes , and the rent includes utilities .",0,1,other,inform
That's good . When can I go to see the house ?,4,2,happiness,question
What about next saturday .,0,3,other,Directive
Fine .,0,4,other,commisive
What is this eviction notice for ?,0,2,other,question
The notice you received is a 30 - day notice to vacate .,0,1,other,inform
Are you kidding me ?,6,2,surprise,question
I mentioned to you before that you need to keep up with your rent . This notice to evict is letting you know that I mean business .,0,1,other,inform
You can ’ t just throw me out on the street !,1,3,anger,Directive
"You have 30 days to catch up on your rent , or a sheriff will evict you .",0,4,other,commisive
Will you still throw me out if I make the rent payment ?,0,2,other,question
"You can stay , but you might think about looking for a less expensive living arrangement if you are having trouble making the payments .",0,1,other,inform
I am going to take care of the rent payment right now .,0,3,other,Directive
Thank you . The payment needs to be in the form of cash or a cashier ’ s check .,4,4,happiness,commisive
